filename,text,up_votes,down_votes,age,gender,accent,duration
cv-valid-train/sample-191678.mp3,i'm going to live a normal life and have a home,1,0,fourties,male,us,
cv-valid-train/sample-045931.mp3,you knew the whole story,4,0,,,,
cv-valid-train/sample-062159.mp3,i have already found my treasure,226,1,,,,
cv-valid-train/sample-055949.mp3,so it's better to listen to what it has to say,3,0,sixties,male,canada,
cv-valid-train/sample-039625.mp3,there was a fluctuation in the water pressure that fed the whale tank,1,0,fourties,female,canada,
cv-valid-train/sample-085433.mp3,the clock was slightly askew,1,0,twenties,male,,
cv-valid-train/sample-022571.mp3,a line of flame high can be seen in the atmosphere,2,0,,,,
cv-valid-train/sample-186785.mp3,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,3,0,,,,
cv-valid-train/sample-006526.mp3,then what's a big political boss like shiela daniels doing in town,1,0,,,,
cv-valid-train/sample-123277.mp3,i'm a desert woman and i'm proud of that,2,0,,,,
cv-valid-train/sample-185189.mp3,i can learn something from the desert too,4,0,,,,
cv-valid-train/sample-028097.mp3,he disappeared into the tent,3,1,,,,
cv-valid-train/sample-186634.mp3,we were all made by the same hand and we have the same soul,2,0,fourties,male,us,
cv-valid-train/sample-099706.mp3,he wanted to say so to the alchemist but he was afraid of the man,2,0,seventies,male,australia,
cv-valid-train/sample-106832.mp3,no he heard a voice on the wind say,2,0,,,,
cv-valid-train/sample-161748.mp3,all ways led to the same destination,3,0,fourties,male,england,
cv-valid-train/sample-177660.mp3,back into the excavation,7,0,twenties,male,us,
cv-valid-train/sample-097992.mp3,come in and see me in my office tomorrow,1,0,fourties,male,england,
cv-valid-train/sample-128539.mp3,we beat the whole country on that story,1,0,twenties,male,newzealand,
cv-valid-train/sample-024612.mp3,it had a diameter of about thirty yards,1,0,,,,
cv-valid-train/sample-154346.mp3,now his intuition was that he had been right in coming,3,0,,,us,
cv-valid-train/sample-007832.mp3,it'd be too late,1,0,,,,
cv-valid-train/sample-175889.mp3,there are rumors of tribal wars he told them,5,0,fifties,female,,
cv-valid-train/sample-054567.mp3,and stop threatening that boy,1,0,,,,
cv-valid-train/sample-072206.mp3,and one or two persons were returning,4,0,,,,
cv-valid-train/sample-132709.mp3,i'd like to join but nobody asked me,2,0,,,,
cv-valid-train/sample-186764.mp3,something inside the cylinder was unscrewing the top,3,1,fourties,female,england,
cv-valid-train/sample-151928.mp3,the englishman's eyes lit up,3,0,thirties,female,us,
cv-valid-train/sample-184475.mp3,i'll be right there,2,0,thirties,male,indian,
cv-valid-train/sample-015919.mp3,it was seen early in the morning rushing over eastward,2,1,thirties,female,philippines,
cv-valid-train/sample-187625.mp3,night fell and an assortment of fighting men and merchants entered and exited the tent,2,0,twenties,male,us,
cv-valid-train/sample-179985.mp3,they mounted their horses,1,0,,,,
cv-valid-train/sample-109442.mp3,how could he be a fake,1,0,fifties,female,england,
cv-valid-train/sample-065187.mp3,i'm not hiding anything the boy answered,6,0,fourties,male,us,
cv-valid-train/sample-072734.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly,3,1,fourties,male,us,
cv-valid-train/sample-122198.mp3,when you play cards the first time you are almost sure to win,1,0,,,,
cv-valid-train/sample-189898.mp3,everyone when they are young knows what their destiny is,1,0,twenties,male,australia,
cv-valid-train/sample-063819.mp3,will you give me your blessing asked the boy,1,0,,,,
cv-valid-train/sample-158755.mp3,he thought of the merchant's daughter and was sure that she had probably married,3,1,,,,
cv-valid-train/sample-026781.mp3,parachuting is dangerous,1,0,,,,
cv-valid-train/sample-021054.mp3,i locked eyes with a fish in the tank,2,1,,,,
cv-valid-train/sample-105207.mp3,the boy didn't know what a person's destiny was,2,0,,,,
cv-valid-train/sample-126179.mp3,the path through the forest was unlit and scary,1,0,twenties,female,,
cv-valid-train/sample-116974.mp3,and the names of the people involved were very difficult to pronounce,1,0,,,,
cv-valid-train/sample-039722.mp3,the caravan would be very lucky to reach the oasis,3,0,,,,
cv-valid-train/sample-075580.mp3,only it'll be a lot easier with you,1,0,,,,
cv-valid-train/sample-149509.mp3,he had suddenly remembered that in tarifa there was an old woman who interpreted dreams,1,0,,,,
cv-valid-train/sample-170311.mp3,i have had the same dream twice he said,3,0,teens,male,us,
cv-valid-train/sample-190024.mp3,the boy was also saddened his friend was in pursuit of his destiny,1,0,,,,
cv-valid-train/sample-146876.mp3,used to hunt rabbits there myself,3,0,,,,
cv-valid-train/sample-022898.mp3,he paused for a moment to see if the woman knew what the egyptian pyramids were,3,0,twenties,female,canada,
cv-valid-train/sample-016897.mp3,and then he perceived it very slowly,3,0,,,,
cv-valid-train/sample-022493.mp3,dense clouds of smoke or dust can be seen through a powerful telescope,1,0,,,,
cv-valid-train/sample-056548.mp3,scattered groups of people were hurrying from the direction of woking,2,0,,,,
cv-valid-train/sample-095713.mp3,i just don't trust anyone who says they've never had hamburger helper,3,0,,,,
cv-valid-train/sample-001344.mp3,the visual acuity is astonishing,1,0,fourties,male,philippines,
cv-valid-train/sample-167069.mp3,i need some time to think,2,0,,,,
cv-valid-train/sample-048370.mp3,i was torn between fear and curiosity,4,0,,,,
cv-valid-train/sample-150247.mp3,but i found it difficult to get to work because of the investigations,4,1,,,,
cv-valid-train/sample-106253.mp3,the boy began again to read his book but he was no longer able to concentrate,1,0,,,,
cv-valid-train/sample-031409.mp3,you're looking for witch doctors he spoke some verses from the koran and moved on,1,0,,,,
cv-valid-train/sample-080012.mp3,i use it to track my personal to do list which is full of everything from boring chores to exciting new things i want to try,1,0,fifties,female,indian,
cv-valid-train/sample-144924.mp3,i'm interested only in the present,3,0,,,,
cv-valid-train/sample-060571.mp3,i myself heard nothing of that,2,0,,,,
cv-valid-train/sample-051530.mp3,had our instruments permitted it we might have been able to see the trouble way back when,2,1,,,,
cv-valid-train/sample-019081.mp3,how to avoid a massive dieoff of the colony,1,0,,,,
cv-valid-train/sample-064158.mp3,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,1,0,thirties,male,,
cv-valid-train/sample-193257.mp3,and they attacked an empty tent,3,0,,,,
cv-valid-train/sample-120952.mp3,robin had some sort of date with tracy,2,0,fifties,male,australia,
cv-valid-train/sample-066675.mp3,'m all about those invisible cosmic connections that transcend time and distance,3,0,thirties,male,us,
cv-valid-train/sample-044753.mp3,do you have anything to eat,1,0,thirties,male,australia,
cv-valid-train/sample-065005.mp3,he wandered for a while keeping the date palms of the oasis within sight,1,0,,,,
cv-valid-train/sample-142056.mp3,the stranger placed his sword in its scabbard and the boy relaxed,2,0,,,,
cv-valid-train/sample-018820.mp3,when the pan had cooled the monk and the boy looked at it dazzled,1,0,,,,
cv-valid-train/sample-073571.mp3,in a way so am i he said,3,0,,,,
cv-valid-train/sample-013963.mp3,i'm hunting with my falcon the alchemist answered,3,0,,,,
cv-valid-train/sample-112823.mp3,they were his treasure,2,0,,,,
cv-valid-train/sample-002588.mp3,until then he had considered the omens to be things of this world,2,0,seventies,male,us,
cv-valid-train/sample-107910.mp3,but he certainly didn't desire that an army invade the oasis,11,0,thirties,male,newzealand,
cv-valid-train/sample-101529.mp3,the secret is here in the present,1,0,thirties,male,,
cv-valid-train/sample-004380.mp3,maybe they're like me,1,0,twenties,male,indian,
cv-valid-train/sample-112401.mp3,i have a lunch date,3,0,,,,
cv-valid-train/sample-080336.mp3,it had a diameter of about thirty yards,1,0,,,,
cv-valid-train/sample-129360.mp3,the turf and gravel around it seemed charred as if by a sudden explosion,7,0,,,,
cv-valid-train/sample-103087.mp3,he did find it soon after dawn and not far from the sand pits,2,1,thirties,male,australia,
cv-valid-train/sample-157461.mp3,now the moon's out,2,0,fourties,male,,
cv-valid-train/sample-140069.mp3,what more do you want,1,0,thirties,male,england,
cv-valid-train/sample-085307.mp3,some of those who saw its flight say it travelled with a hissing sound,5,1,,,,
cv-valid-train/sample-159635.mp3,but i'm going to egypt the boy said,3,0,,,,
cv-valid-train/sample-055268.mp3,all they ever do really is look for food and water,2,0,,,,
cv-valid-train/sample-153468.mp3,even then he hardly understood what this meant,3,2,,,,
cv-valid-train/sample-178890.mp3,it may be the gases of the firing that caused the martians inconvenience,4,0,,,,
cv-valid-train/sample-042289.mp3,they said nothing else,2,1,,,,
cv-valid-train/sample-096499.mp3,don't try to enter into the life of the oasis,1,0,,,,
cv-valid-train/sample-014670.mp3,sit down and let me treat you to something said the boy,3,0,sixties,female,england,
cv-valid-train/sample-157601.mp3,but then they wouldn't be a part of your future the seer had said,2,0,thirties,male,us,
cv-valid-train/sample-110835.mp3,that's some hat you got on there,2,0,twenties,male,,
cv-valid-train/sample-097700.mp3,they formed heaps that are visible a mile and a half away,1,0,,,,
cv-valid-train/sample-013656.mp3,i will be meeting my brother's daughter to take the ferry to vashon for a few days,2,0,twenties,male,us,
cv-valid-train/sample-129747.mp3,he wanted your money he said,2,1,,,,
cv-valid-train/sample-128509.mp3,all things are one the boy thought,1,0,,,,
cv-valid-train/sample-015996.mp3,don't you know that girl's very sick,2,0,twenties,female,philippines,
cv-valid-train/sample-009760.mp3,i shall make us some ice cubes,4,0,,,,
cv-valid-train/sample-121053.mp3,just for the first year,1,0,,,,
cv-valid-train/sample-031597.mp3,rest well tonight as if you were a warrior preparing for combat,12,0,thirties,male,england,
cv-valid-train/sample-029766.mp3,she went looking for you with uncle greg,1,0,twenties,male,,
cv-valid-train/sample-042142.mp3,you have no car,2,0,teens,male,us,
cv-valid-train/sample-110037.mp3,they looked for the fallen mass but found nothing,5,3,,,,
cv-valid-train/sample-101888.mp3,his way isn't the same as mine nor mine as his,2,0,,,,
cv-valid-train/sample-135316.mp3,he wasn't an alchemist,11,0,,,,
cv-valid-train/sample-034446.mp3,now look what you did,2,0,,,,
cv-valid-train/sample-109209.mp3,the governor gave me her word of honor she wouldn't interfere,2,0,,,,
cv-valid-train/sample-014776.mp3,the omens will begin insistently to speak of it and you'll try to ignore them,3,0,twenties,female,african,
cv-valid-train/sample-130840.mp3,i think they perceived that nothing was to be done at the moment,5,2,sixties,female,us,
cv-valid-train/sample-182457.mp3,the boy fell to the sand nearly unconscious,1,0,,,,
cv-valid-train/sample-001017.mp3,but i sort of like him,2,0,,,,
cv-valid-train/sample-089808.mp3,as fast as i can,2,0,twenties,male,england,
cv-valid-train/sample-056827.mp3,in spite of this i still believed that there were men in mars,5,0,fourties,female,us,
cv-valid-train/sample-014894.mp3,never mind about that,1,0,,,,
cv-valid-train/sample-121974.mp3,you've got something on your mind,1,0,fifties,male,england,
cv-valid-train/sample-107280.mp3,we don't know what's in the confounded thing do you,5,3,,,,
cv-valid-train/sample-047702.mp3,they were on the right track,3,0,,,,
cv-valid-train/sample-105980.mp3,i can clean up those glasses in the window if you want said the boy,3,0,seventies,male,england,
cv-valid-train/sample-018886.mp3,i'll return just as your father came back to your mother he said,4,0,,,,
cv-valid-train/sample-188792.mp3,you said it to me too,1,0,thirties,female,england,
cv-valid-train/sample-086809.mp3,so he could not be hasty nor impatient,1,0,twenties,male,indian,
cv-valid-train/sample-133636.mp3,what a reception they got,2,0,,,,
cv-valid-train/sample-035787.mp3,the top of the cylinder was rotating on its body,2,0,,,,
cv-valid-train/sample-022450.mp3,that's the point at which most people give up,3,1,,,,
cv-valid-train/sample-030650.mp3,there was a full moon and the boy told the englishman the story of his life,3,0,,,,
cv-valid-train/sample-030495.mp3,and your camels will bring you wealth and power,1,0,thirties,male,us,
cv-valid-train/sample-128571.mp3,i used to live near el cairum he said,1,0,,,,
cv-valid-train/sample-161650.mp3,even though the sheep didn't teach me to speak arabic,2,0,fifties,male,australia,
cv-valid-train/sample-052251.mp3,the sea has lived on in this shell because that's its destiny,2,0,,,,
cv-valid-train/sample-134309.mp3,it's done in america all the time,1,0,,,,
cv-valid-train/sample-047183.mp3,wasting my time listening to this mad hatter,1,0,teens,female,canada,
cv-valid-train/sample-042733.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits,1,0,,,,
cv-valid-train/sample-065910.mp3,he stood irresolute for a moment and then scrambled out of the pit,5,0,fifties,male,canada,
cv-valid-train/sample-153982.mp3,how strange africa is thought the boy,2,1,,,,
cv-valid-train/sample-170960.mp3,a boy came running towards me,3,2,,,,
cv-valid-train/sample-005458.mp3,monday morning at five o'clock,3,0,,,,
cv-valid-train/sample-167826.mp3,but he's on the right track,5,0,fourties,male,us,
cv-valid-train/sample-104112.mp3,he appeared with the first stars of evening,1,0,sixties,male,england,
cv-valid-train/sample-194398.mp3,stick to your clubs,2,0,,,,
cv-valid-train/sample-081288.mp3,before the boy could reply a butterfly appeared and fluttered between him and the old man,1,0,twenties,male,us,
cv-valid-train/sample-195538.mp3,but when the reign of tiberius ended his poems were forgotten,3,0,,,,
cv-valid-train/sample-118634.mp3,plastic bags turned out to be a problem for the environment,1,0,,,,
cv-valid-train/sample-019767.mp3,and he gave the boy his blessing,1,0,,,,
cv-valid-train/sample-090957.mp3,he was about the same age and height as the boy,5,4,twenties,male,,
cv-valid-train/sample-175510.mp3,well why don't you go to mecca now asked the boy,1,0,,,,
cv-valid-train/sample-020225.mp3,you left out number five,1,0,,,,
cv-valid-train/sample-147645.mp3,at once he connected the two incidents,8,0,thirties,other,us,
cv-valid-train/sample-053718.mp3,then suddenly they kneel and die,1,0,fourties,male,us,
cv-valid-train/sample-053200.mp3,did you finish the interview,7,0,thirties,male,england,
cv-valid-train/sample-163051.mp3,just handling them made him feel better,3,0,,,,
cv-valid-train/sample-184042.mp3,yeah its definitely worth checking out especially if the pay is reasonable and the work is good for your career,2,0,,,,
cv-valid-train/sample-034858.mp3,i just know that the tradition is always right,2,1,,,,
cv-valid-train/sample-126690.mp3,by enumerating the people she wanted to talk with she was calmed,1,0,,,,
cv-valid-train/sample-170125.mp3,like everybody learns he said,1,0,,,,
cv-valid-train/sample-054749.mp3,there were raised voicesand some sort of struggle appeared to be going on ,1,0,,,,
cv-valid-train/sample-118646.mp3,but as time passed tangier had changed,3,0,,,,
cv-valid-train/sample-104575.mp3,it was better than the scent of the hookahs,3,0,twenties,male,canada,
cv-valid-train/sample-001575.mp3,i haven't heard the baby complain yet,2,0,,,,
cv-valid-train/sample-171959.mp3,the turf and gravel around it seemed charred as if by a sudden explosion,3,0,twenties,male,us,
cv-valid-train/sample-037449.mp3,show me where there is life out in the desert,2,1,fifties,female,canada,
cv-valid-train/sample-128781.mp3,just make yourselves at home,3,0,,,,
cv-valid-train/sample-030386.mp3,anthony kept himself busy by counting pigeons,1,0,,,,
cv-valid-train/sample-045179.mp3,it was impossible to remember all the details that he covered in an hour,1,0,fifties,female,,
cv-valid-train/sample-174334.mp3,the greatest yarn ever written by anybody,1,0,sixties,male,scotland,
cv-valid-train/sample-031837.mp3,it has happened many times before,2,0,,,,
cv-valid-train/sample-174071.mp3,then he turned to the boy,2,0,,,,
cv-valid-train/sample-183092.mp3,i'll be right back,1,0,,,,
cv-valid-train/sample-155411.mp3,even though the sheep didn't teach me to speak arabic,2,0,,,,
cv-valid-train/sample-180025.mp3,he had used the two stones only once one morning when he was at a marketplace,2,1,,,,
cv-valid-train/sample-181357.mp3,what did he ever do for his country,2,0,,,,
cv-valid-train/sample-000573.mp3,fastfood is convenient but often unhealthy,2,0,twenties,male,,
cv-valid-train/sample-107054.mp3,will you come here,1,0,twenties,female,england,
cv-valid-train/sample-120152.mp3,i heard a peculiar humming sound from the pit,9,1,twenties,male,canada,
cv-valid-train/sample-174121.mp3,a monk dressed in black came to the gates,2,0,,,,
cv-valid-train/sample-127687.mp3,the tribal chieftains will appreciate what you do,8,0,,,,
cv-valid-train/sample-145613.mp3,and at that i told him and he took my place,1,0,fourties,male,us,
cv-valid-train/sample-099945.mp3,if he makes a buying mistake it doesn't affect him much,2,0,fourties,female,us,
cv-valid-train/sample-159758.mp3,they never have to make any decisions he thought,1,0,,,,
cv-valid-train/sample-022373.mp3,so what should i do now the boy asked,1,0,thirties,male,,
cv-valid-train/sample-086682.mp3,and then he perceived it very slowly,4,0,,,,
cv-valid-train/sample-081962.mp3,they went to the kitchen at the back of the monastery,1,0,fourties,male,england,
cv-valid-train/sample-017042.mp3,they set off running wildly into the trees,10,0,,,,
cv-valid-train/sample-067255.mp3,then it was the radio,1,0,,,,
cv-valid-train/sample-014078.mp3,the levanter increased in intensity,2,1,fourties,female,us,
cv-valid-train/sample-128321.mp3,it's extremely suspicious that there's no information about brains that didn't come from a brain,3,0,,,,
cv-valid-train/sample-109576.mp3,he fell asleep and when he awoke the sun was already high,3,0,fifties,male,us,
cv-valid-train/sample-162941.mp3,jackson was glad that he'd wore kevlar that morning,1,0,,,,
cv-valid-train/sample-153978.mp3,besides that there was a heap of bicycles,3,0,,,,
cv-valid-train/sample-185136.mp3,it's raining heavily take an umbrella,1,0,,,,
cv-valid-train/sample-153365.mp3,do you have anything to eat,1,0,,,,
cv-valid-train/sample-142503.mp3,the only things that concerned the sheep were food and water,2,0,,,,
cv-valid-train/sample-054033.mp3,and he wasn't faring much better,6,0,,,,
cv-valid-train/sample-057953.mp3,it seemed to him that it fell to earth about one hundred miles east of here,1,0,thirties,male,,
cv-valid-train/sample-002494.mp3,i wished i had a light to smoke by,2,0,,,,
cv-valid-train/sample-132356.mp3,they went to the kitchen at the back of the monastery,2,0,seventies,female,england,
cv-valid-train/sample-086338.mp3,i have watched the caravan as it crossed the desert he said,3,0,thirties,female,us,
cv-valid-train/sample-035443.mp3,you'll be the counselor of the oasis,1,0,twenties,male,us,
cv-valid-train/sample-071115.mp3,its lower end was still embedded,3,0,,,,
cv-valid-train/sample-036664.mp3,his way isn't the same as mine nor mine as his,1,0,,,,
cv-valid-train/sample-028330.mp3,my palms were sweaty and my mouth was dry it must be a phobia,1,0,fifties,male,australia,
cv-valid-train/sample-023274.mp3,the same is true for animals,2,0,teens,female,canada,
cv-valid-train/sample-028403.mp3,at the camp it was difficult to see anything,2,0,,,,
cv-valid-train/sample-007648.mp3,the boy knew a lot of people in the city,1,0,,,,
cv-valid-train/sample-194897.mp3,can i get a woot woot,5,0,,,,
cv-valid-train/sample-098674.mp3,the animals were exhausted and the men talked among themselves less and less,1,0,teens,male,,
cv-valid-train/sample-192357.mp3,i can't let her out,1,0,,,,
cv-valid-train/sample-144869.mp3,i will be back soon,1,0,,,,
cv-valid-train/sample-092308.mp3,the alchemist probably already knew all that,2,1,,,,
cv-valid-train/sample-052841.mp3,and your camels will bring you wealth and power,3,0,,,,
cv-valid-train/sample-052846.mp3,might as well be living in a refrigerator,1,0,twenties,male,,
cv-valid-train/sample-054229.mp3,something inside the cylinder was unscrewing the top,1,0,thirties,male,,
cv-valid-train/sample-164142.mp3,the alchemist stopped abruptly and bent to the ground,1,0,,,,
cv-valid-train/sample-173608.mp3,pencils down time is over,1,0,,,,
cv-valid-train/sample-016866.mp3,he got up early with the idea of finding it,4,0,,,,
cv-valid-train/sample-096820.mp3,the police finally manage to get him out of the park,1,0,,,,
cv-valid-train/sample-084444.mp3,well then why do we need all these books the boy asked,3,1,,,,
cv-valid-train/sample-025625.mp3,ogilvy told him everything that he had seen,2,0,,,,
cv-valid-train/sample-033339.mp3,the book was written in spanish,2,0,twenties,male,,
cv-valid-train/sample-086243.mp3,for at that time it had not occurred to him that it might be hollow,6,0,,,,
cv-valid-train/sample-027131.mp3,doesnt it defeat the purpose of hashing,2,1,,,,
cv-valid-train/sample-170872.mp3,you gave them everything i had the boy said,3,0,,,,
cv-valid-train/sample-066222.mp3,i'm trying to explain to my mother how to get pictures off her phone,3,0,,,,
cv-valid-train/sample-083577.mp3,we're a couple of financial wizards,1,0,fourties,male,,
cv-valid-train/sample-078749.mp3,the hull of the ship collapsed,1,0,,,,
cv-valid-train/sample-183730.mp3,it was the first time either had touched the other,3,0,,,,
cv-valid-train/sample-077031.mp3,the crowd swayed a little as i elbowed my way through,33,1,,,,
cv-valid-train/sample-070163.mp3,you've resented me from the first moment you saw me,2,0,,,,
cv-valid-train/sample-118151.mp3,we miss you and miss having a friend like you and i am so happy that you two got to catch up,1,0,fifties,male,england,
cv-valid-train/sample-075094.mp3,it's extremely suspicious that there's no information about brains that didn't come from a brain,3,0,,,,
cv-valid-train/sample-169754.mp3,the insurance was sky high,1,0,,,,
cv-valid-train/sample-115766.mp3,i found a little crowd of about twenty people surrounding the huge hole,3,0,,,,
cv-valid-train/sample-117345.mp3,i'll make such a mess of things without you,2,0,fifties,male,us,
